Type,Token,Log(Probability)
Positive,settlement,-16.4340770568
Positive,decisions,-14.8491145561
Positive,als,-15.8491145561
Positive,jerome,-14.9315767163
Positive,matron,-15.8491145561
Positive,jessie,-15.8491145561
Positive,glimpse,-15.4340770568
Positive,apartment,-13.1363965082
Positive,remarkable,-13.5271864612
Positive,homage,-14.4340770568
Positive,subjected,-15.2116846355
Positive,regulars,-16.4340770568
Positive,participants,-16.4340770568
Positive,extraneous,-17.0190395575
Positive,removal,-16.2116846355
Positive,aaron,-15.8491145561
Positive,program,-14.1121489619
Positive,commander,-16.6971114626
Positive,present,-12.6791895547
Positive,barely,-13.7711120441
Positive,presentation,-15.1121489619
Positive,activities,-15.4340770568
Positive,belonging,-16.6971114626
Positive,woman,-11.2775725711
Positive,unsatisfying,-15.5596079389
Positive,worse,-13.08830222
Positive,song,-12.7711120441
Positive,far,-11.0824016185
Positive,grinds,-17.4340770568
Positive,fat,-14.6267221348
Positive,simpsons,-15.5596079389
Positive,psychologist,-15.8491145561
Positive,sons,-14.2641520554
Positive,worst,-13.7711120441
Positive,henslowe,-17.4340770568
Positive,awful,-14.9315767163
Positive,sony,-17.4340770568
Positive,bubbles,-16.0190395575
Positive,fad,-16.6971114626
Positive,treating,-16.4340770568
Positive,adjective,-16.4340770568
Positive,and,-5.07863418881
Positive,sentimental,-14.8491145561
Positive,list,-12.9315767163
Positive,prolonged,-18.0190395575
Positive,grandfather,-15.5596079389
Positive,singularly,-17.4340770568
Positive,gordie,-17.0190395575
Positive,cluttered,-17.0190395575
Positive,lisa,-15.5596079389
Positive,becker,-17.4340770568
Positive,conflicted,-16.4340770568
Positive,flick,-12.9105151008
Positive,employing,-17.0190395575
Positive,rats,-15.4340770568
Positive,ten,-13.4340770568
Positive,tea,-15.4340770568
Positive,ted,-14.0648432471
Positive,tee,-16.6971114626
Positive,translating,-16.4340770568
Positive,dalton,-16.4340770568
Positive,negotiator,-15.3185998394
Positive,invention,-16.4340770568
Positive,design,-13.5271864612
Positive,nba,-18.0190395575
Positive,aptly,-16.6971114626
Positive,sue,-15.4340770568
Positive,nonlinear,-16.4340770568
Positive,hesitation,-16.0190395575
Positive,sub,-16.6971114626
Positive,sun,-15.3185998394
Positive,sum,-15.0190395575
Positive,lawrence,-14.9315767163
Positive,brief,-13.1121489619
Positive,crush,-15.6971114626
Positive,version,-11.9105151008
Positive,attitudes,-15.4340770568
Positive,cinemas,-16.4340770568
Positive,racing,-16.4340770568
Positive,guns,-13.7711120441
Positive,multitude,-16.4340770568
Positive,toes,-17.0190395575
Positive,christian,-14.2116846355
Positive,tags,-16.6971114626
Positive,visnjic,-16.4340770568
Positive,theresa,-16.4340770568
Positive,behaviour,-16.0190395575
Positive,voiceover,-14.6971114626
Positive,directions,-15.5596079389
Positive,epitome,-16.4340770568
Positive,hightech,-16.0190395575
Positive,tragedy,-13.5271864612
Positive,geared,-16.4340770568
Positive,naval,-15.1121489619
Positive,difficulty,-17.0190395575
Positive,identifiable,-16.4340770568
Positive,thompsons,-17.4340770568
Positive,allows,-13.08830222
Positive,miniature,-17.0190395575
Positive,horrified,-16.6971114626
Positive,schtick,-16.4340770568
Positive,options,-16.6971114626
Positive,sticking,-16.0190395575
Positive,thankfully,-13.7336373387
Positive,suddenly,-13.2641520554
Positive,solitude,-16.4340770568
Positive,commandments,-18.0190395575
Positive,screens,-15.5596079389
Positive,2000s,-16.6971114626
Positive,hamlets,-16.2116846355
Positive,herring,-17.0190395575
Positive,burroughs,-16.0190395575
Positive,proceed,-15.1121489619
Positive,fullblown,-16.6971114626
Positive,faint,-18.0190395575
Positive,demo,-17.0190395575
Positive,schwartzman,-16.4340770568
Positive,verhoevens,-16.6971114626
Positive,minor,-12.9529503671
Positive,horses,-15.8491145561
Positive,inquisition,-16.6971114626
Positive,flaw,-14.2641520554
Positive,knows,-11.985616556
Positive,definition,-16.6971114626
Positive,hoffman,-14.5596079389
Positive,mira,-16.2116846355
Positive,flag,-16.6971114626
Positive,basically,-12.9105151008
Positive,glam,-15.5596079389
Positive,known,-12.1242217942
Positive,glad,-14.9315767163
Positive,parable,-17.0190395575
Positive,eden,-16.6971114626
Positive,equation,-17.4340770568
Positive,policemen,-16.6971114626
Positive,kickass,-16.4340770568
Positive,dangelo,-17.4340770568
Positive,wrestler,-17.4340770568
Positive,v,-15.5596079389
Positive,gothic,-14.6971114626
Positive,excursion,-17.0190395575
Positive,computers,-14.9315767163
Positive,embarrassing,-15.5596079389
Positive,challenging,-14.9315767163
Positive,division,-16.6971114626
Positive,epics,-16.2116846355
Positive,conspire,-18.0190395575
Positive,ann,-15.3185998394
Positive,hearted,-17.0190395575
Positive,coltrane,-17.0190395575
Positive,protects,-16.6971114626
Positive,imitation,-16.4340770568
Positive,arise,-15.8491145561
Positive,pond,-16.6971114626
Positive,airplane,-14.8491145561
Positive,influenced,-15.2116846355
Positive,court,-13.5271864612
Positive,goal,-13.7336373387
Positive,desperation,-15.5596079389
Positive,rather,-10.9157517491
Positive,breaking,-14.1610585624
Positive,conducted,-16.2116846355
Positive,occasionally,-13.1861495434
Positive,buenos,-17.0190395575
Positive,speeding,-15.5596079389
Positive,lowlevel,-16.6971114626
Positive,explains,-14.3751833678
Positive,simplicity,-15.5596079389
Positive,shouldnt,-14.2116846355
Positive,ubiquitous,-16.2116846355
Positive,emulate,-17.0190395575
Positive,weaknesses,-15.4340770568
Positive,reflect,-15.2116846355
Positive,azazel,-16.4340770568
Positive,lighting,-15.2116846355
Positive,adventure,-13.291119103
Positive,numb,-18.0190395575
Positive,concentrating,-16.4340770568
Positive,proclaimed,-16.6971114626
Positive,shortcomings,-15.4340770568
Positive,short,-11.9105151008
Positive,redgrave,-17.0190395575
Positive,chiefly,-16.4340770568
Positive,susan,-14.6267221348
Positive,marlon,-15.6971114626
Positive,shady,-15.8491145561
Positive,departure,-15.4340770568
Positive,supervision,-18.0190395575
Positive,strutting,-17.0190395575
Positive,height,-15.5596079389
Positive,shore,-16.6971114626
Positive,vegas,-13.8897565406
Positive,arizona,-16.0190395575
Positive,climaxes,-16.2116846355
Positive,adrien,-17.4340770568
Positive,gleeson,-16.2116846355
Positive,unimaginative,-18.0190395575
Positive,september,-16.4340770568
Positive,developed,-13.6614875529
Positive,flowers,-16.2116846355
Positive,mission,-13.1363965082
Positive,proverbial,-17.4340770568
Positive,outraged,-17.0190395575
Positive,isnt,-10.8541326309
Positive,scientist,-14.2641520554
Positive,flaunt,-16.6971114626
Positive,welldeserved,-16.6971114626
Positive,dont,-10.2641520554
Positive,jacobs,-17.0190395575
Positive,pray,-17.4340770568
Positive,triedandtrue,-16.4340770568
Positive,roving,-17.4340770568
Positive,clashes,-16.6971114626
Positive,harmless,-16.0190395575
Positive,parts,-12.6614875529
Positive,teens,-15.2116846355
Positive,jacobi,-17.0190395575
Positive,bout,-17.4340770568
Positive,soccer,-18.0190395575
Positive,might,-11.142522611
Positive,alter,-16.0190395575
Positive,somebody,-15.8491145561
Positive,hunter,-13.9315767163
Positive,predator,-18.0190395575
Positive,brutally,-15.0190395575
Positive,eclectic,-16.2116846355
Positive,cigarettes,-17.4340770568
Positive,hunted,-16.6971114626
Positive,vaughn,-15.1121489619
Positive,adventurous,-15.8491145561
Positive,bigger,-14.4954776015
Positive,overused,-17.0190395575
Positive,fanatics,-16.4340770568
Positive,mathematician,-17.4340770568
Positive,policeman,-17.0190395575
Positive,repulsed,-16.6971114626
Positive,stiles,-16.0190395575
Positive,debacle,-17.0190395575
Positive,mastered,-17.0190395575
Positive,inherent,-15.6971114626
Positive,rainmaker,-15.8491145561
Positive,intolerable,-17.4340770568
Positive,characterized,-16.4340770568
Positive,detracts,-16.6971114626
Positive,weighs,-17.4340770568
Positive,pirates,-16.4340770568
Positive,weight,-14.7711120441
Positive,needless,-15.2116846355
Positive,stiller,-14.3751833678
Positive,farquaad,-14.7711120441
Positive,autobiographical,-17.0190395575
Positive,loopy,-16.4340770568
Positive,expect,-12.4798807464
Positive,loops,-17.0190395575
Positive,hartley,-16.2116846355
Positive,twists,-13.2641520554
Positive,impersonation,-17.0190395575
Positive,lola,-14.7711120441
Positive,alcohol,-16.6971114626
Positive,wondered,-16.4340770568
Positive,poachers,-18.0190395575
Positive,everyones,-15.3185998394
Positive,reverend,-16.6971114626
Positive,health,-16.2116846355
Positive,hill,-14.1121489619
Positive,paradise,-15.2116846355
Positive,induced,-17.0190395575
Positive,deadend,-16.4340770568
Positive,benjamin,-16.2116846355
Positive,soulless,-16.4340770568
Positive,definately,-15.3185998394
Positive,blaring,-17.4340770568
Positive,monotone,-18.0190395575
Positive,friday,-15.8491145561
Positive,guess,-12.9746454382
Positive,mcelhone,-16.6971114626
Positive,experimenting,-18.0190395575
Positive,cookie,-16.6971114626
Positive,randall,-16.2116846355
Positive,teach,-15.3185998394
Positive,generate,-17.4340770568
Positive,guest,-14.6267221348
Positive,thrown,-13.6614875529
Positive,thread,-17.0190395575
Positive,sylvester,-15.8491145561
Positive,deja,-17.0190395575
Positive,mercilessly,-16.4340770568
Positive,consequence,-16.4340770568
Positive,fallen,-14.2641520554
Positive,throws,-15.1121489619
Positive,feed,-16.2116846355
Positive,seeming,-16.0190395575
Positive,dina,-16.2116846355
Positive,dino,-17.0190395575
Positive,moderately,-16.6971114626
Positive,fancy,-15.6971114626
Positive,feet,-14.2641520554
Positive,sympathy,-14.4340770568
Positive,brave,-15.3185998394
Positive,least,-11.2246236912
Positive,blank,-14.9315767163
Positive,bland,-14.9315767163
Positive,slower,-16.2116846355
Positive,bont,-17.0190395575
Positive,plummer,-17.0190395575
Positive,passes,-15.1121489619
Positive,story,-9.07067232595
Positive,breathless,-17.0190395575
Positive,scathing,-17.0190395575
Positive,script,-11.070672326
Positive,leading,-13.1610585624
Positive,interviews,-14.6267221348
Positive,tougher,-16.4340770568
Positive,followup,-15.6971114626
Positive,hangs,-16.0190395575
Positive,collar,-17.0190395575
Positive,swarm,-16.6971114626
Positive,endearing,-13.9746454382
Positive,storm,-14.6267221348
Positive,store,-13.237679844
Positive,headache,-17.4340770568
Positive,gleefully,-16.0190395575
Positive,statement,-14.6267221348
Positive,hotel,-13.8491145561
Positive,luckily,-14.1121489619
Positive,convinced,-14.4340770568
Positive,uncut,-16.0190395575
Positive,remake,-14.8491145561
Positive,king,-12.4043297134
Positive,kind,-11.1735495066
Positive,nagging,-17.4340770568
Positive,double,-14.6267221348
Positive,invaded,-16.0190395575
Positive,aims,-16.0190395575
Positive,outrageous,-15.1121489619
Positive,i,-7.57713285299
Positive,stall,-18.0190395575
Positive,architect,-17.0190395575
Positive,risks,-15.4340770568
Positive,insulted,-18.0190395575
Positive,stale,-15.8491145561
Positive,dana,-17.0190395575
Positive,risky,-15.8491145561
Positive,motivation,-15.4340770568
Positive,uniforms,-18.0190395575
Positive,skyscrapers,-16.6971114626
Positive,storytelling,-14.1121489619
Positive,outstanding,-13.291119103
Positive,suspicious,-14.8491145561
Positive,kline,-16.6971114626
Positive,shrewd,-16.2116846355
Positive,decadent,-17.4340770568
Positive,gale,-15.4340770568
Positive,alike,-15.3185998394
Positive,fiona,-14.3185998394
Positive,carrying,-14.8491145561
Positive,goldsmith,-17.4340770568
Positive,hopelessly,-15.3185998394
Positive,nights,-13.0190395575
Positive,check,-14.3751833678
Positive,sherri,-16.2116846355
Positive,scott,-13.4644507059
Positive,imitations,-16.6971114626
Positive,entirety,-15.6971114626
Positive,chairman,-17.0190395575
Positive,genetically,-15.0190395575
Positive,godfather,-15.2116846355
Positive,pianist,-16.6971114626
Positive,judas,-16.2116846355
Positive,buff,-16.6971114626
Positive,foreman,-16.0190395575
Positive,added,-13.7711120441
Positive,critics,-12.7336373387
Positive,electric,-15.8491145561
Positive,populate,-17.0190395575
Positive,exec,-17.4340770568
Positive,park,-13.08830222
Positive,measures,-16.2116846355
Positive,eruption,-18.0190395575
Positive,screenings,-17.4340770568
Positive,reunited,-17.0190395575
Positive,react,-15.4340770568
Positive,cigarette,-17.4340770568
Positive,enduring,-16.6971114626
Positive,sandra,-14.6971114626
Positive,nothing,-11.070672326
Positive,seasons,-16.4340770568
Positive,grandparents,-17.0190395575
Positive,groeteschele,-15.8491145561
Positive,ditzy,-16.2116846355
Positive,achievement,-14.5596079389
Positive,postman,-16.0190395575
Positive,dealers,-16.4340770568
Positive,windows,-16.4340770568
Positive,garofalo,-17.4340770568
Positive,traditional,-13.7711120441
Positive,bubby,-15.3185998394
Positive,assembles,-17.0190395575
Positive,notch,-15.1121489619
Positive,lying,-15.0190395575
Positive,stones,-15.4340770568
Positive,stoner,-18.0190395575
Positive,vinnie,-17.4340770568
Positive,journeys,-16.2116846355
Positive,fong,-16.2116846355
Positive,fond,-15.2116846355
Positive,havoc,-15.6971114626
Positive,stoned,-17.4340770568
Positive,excessive,-14.6267221348
Positive,uniform,-16.0190395575
Positive,fame,-13.7711120441
Positive,costing,-17.0190395575
Positive,rocket,-16.2116846355
Positive,endlessly,-15.8491145561
Positive,grotesque,-15.8491145561
Positive,starters,-17.0190395575
Positive,savannah,-16.4340770568
Positive,shues,-17.0190395575
Positive,fulci,-18.0190395575
Positive,betray,-16.4340770568
Positive,luis,-15.4340770568
Positive,hip,-14.6971114626
Positive,counterpoint,-17.0190395575
Positive,his,-6.88397161176
Positive,triangle,-15.6971114626
Positive,gains,-15.8491145561
Positive,triple,-17.4340770568
Positive,alicia,-17.4340770568
Positive,pregnant,-14.6267221348
Positive,assumed,-16.6971114626
Positive,revered,-18.0190395575
Positive,fastest,-16.2116846355
Positive,him,-8.80836821375
Positive,jeanne,-15.3185998394
Positive,adulthood,-16.2116846355
Positive,sources,-16.2116846355
Positive,brendan,-15.8491145561
Positive,timeless,-16.0190395575
Positive,hardpressed,-17.4340770568
Positive,investigate,-14.7711120441
Positive,cartoons,-16.0190395575
Positive,activity,-16.2116846355
Positive,naughty,-16.4340770568
Positive,vincent,-13.6267221348
Positive,cringe,-17.0190395575
Positive,relentless,-17.0190395575
Positive,wrote,-13.4644507059
Positive,cartoony,-17.0190395575
Positive,bars,-15.5596079389
Positive,signify,-17.0190395575
Positive,dump,-17.0190395575
Positive,achieved,-14.9315767163
Positive,intelligence,-13.6614875529
Positive,linklater,-16.4340770568
Positive,achieves,-15.3185998394
Positive,defense,-15.1121489619
Positive,dumb,-13.9315767163
Positive,bard,-16.4340770568
Positive,cleverly,-15.5596079389
Positive,chambers,-17.0190395575
Positive,ark,-15.8491145561
Positive,arm,-15.1121489619
Positive,romances,-16.0190395575
Positive,barn,-16.0190395575
Positive,recording,-16.4340770568
Positive,sputtering,-17.4340770568
Positive,threats,-16.4340770568
Positive,distinctive,-16.2116846355
Positive,slapped,-16.6971114626
Positive,various,-12.8095861919
Positive,contrary,-15.5596079389
Positive,numerous,-13.6971114626
Positive,corruption,-15.4340770568
Positive,obscenities,-16.6971114626
Positive,solo,-16.2116846355
Positive,conrads,-18.0190395575
Positive,misstep,-17.0190395575
Positive,creating,-13.3185998394
Positive,initially,-14.0190395575
Positive,sold,-15.0190395575
Positive,sole,-14.9315767163
Positive,outfit,-16.6971114626
Positive,succeed,-14.4340770568
Positive,opposition,-15.4340770568
Positive,betrayed,-16.2116846355
Positive,citys,-16.2116846355
Positive,lap,-17.4340770568
Positive,lyrical,-16.2116846355
Positive,water,-12.9966717445
Positive,c,-14.3751833678
Positive,license,-17.0190395575
Positive,riddled,-17.0190395575
Positive,operas,-17.4340770568
Positive,became,-13.1121489619
Positive,context,-14.7711120441
Positive,baseball,-14.4954776015
Positive,bond,-12.5927748028
Positive,blissfully,-18.0190395575
Positive,albeit,-14.6971114626
Positive,flies,-15.6971114626
Positive,distress,-16.6971114626
Positive,reasons,-13.237679844
Positive,sweet,-12.3185998394
Positive,sweep,-16.4340770568
Positive,dudes,-15.8491145561
Positive,village,-14.6971114626
Positive,rave,-16.4340770568
Positive,pr,-16.4340770568
Positive,startling,-14.9315767163
Positive,sandlers,-16.4340770568
Positive,duo,-15.3185998394
Positive,overlook,-17.4340770568
Positive,political,-12.3466142156
Positive,due,-12.5271864612
Positive,appears,-12.5760960617
Positive,whom,-12.291119103
Positive,manhunt,-18.0190395575
Positive,pg,-14.3185998394
Positive,brick,-16.2116846355
Positive,pi,-16.2116846355
